Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,transmition_oil_temperature,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Indication_of_brake_switch_ON/OFF
652.8,2088,87,5,93,60,-0.2,1,1
1420.8,2116,87,5,93,61,0.2,1,1
742.4,2108,87,5,93,60,-0.1,1,1
1459.2,2168,87,5,93,61,0.2,1,1
844.8,2135,87,5,93,61,-0.1,1,1
960,2120,87,5,93,61,0,1,1
1484.8,2209,87,5,93,61,0.2,1,1
1715.2,2189,87,5,93,62,0.3,1,1
1216,2232,87,5,93,63,0,1,1
1203.2,2209,87,5,93,63,0,1,1
1267.2,2268,87,5,93,63,0.1,1,1
1254.4,2228,87,5,93,64,0.1,1,1
550.4,2152,87,5,93,63,-0.3,1,1
960,2205,87,5,93,63,-0.1,1,1
1113.6,2208,87,5,93,63,0,1,1
1011.2,2210,87,5,93,63,0,1,1
1408,2270,87,5,93,63,0.1,1,1
1203.2,2219,87,5,93,64,0,1,1
409.6,2130,87,5,93,63,-0.4,1,1
396.8,2136,87,5,93,62,-0.3,1,1
460.8,2109,87,5,93,61,-0.3,1,1
729.6,2100,87,5,93,61,-0.1,1,1
396.8,2039,87,5,93,60,-0.4,1,1
102.4,1996,87,5,93,59,-0.4,1,1
268.8,1970,87,5,93,57,-0.3,1,1
512,1939,87,5,93,57,-0.3,1,1
409.6,1912,87,5,93,56,-0.3,1,1
665.6,1900,87,5,93,55,-0.1,1,1
793.6,1928,86,5,93,55,-0.1,1,1
1395.2,1997,86,5,93,55,0.2,1,1
537.6,1896,86,5,93,55,-0.2,1,1
371.2,1828,86,5,93,54,-0.3,1,1
780.8,1888,86,5,93,54,-0.1,1,1
512,1849,86,5,93,53,-0.2,1,1
537.6,1835,86,5,93,53,-0.2,1,1
793.6,1842,86,5,93,53,-0.1,1,1
627.2,1835,86,5,93,52,-0.1,1,1
512,1790,86,5,93,52,-0.2,1,1
1203.2,1847,86,5,93,52,0.2,1,1
1228.8,1834,86,5,93,53,0.2,1,1
985.6,1923,86,5,93,53,0,1,1
998.4,1945,86,5,93,54,0,1,1
1369.6,1932,86,5,93,54,0.2,1,1
1139.2,1911,86,5,93,55,0.1,1,1
652.8,1924,86,5,93,55,-0.1,1,1
1331.2,1981,86,5,93,55,0.2,1,1
1100.8,1951,86,5,93,56,0.1,1,1
793.6,1980,86,5,93,56,-0.1,1,1
947.2,1959,86,5,93,56,0,1,1
998.4,1948,86,5,93,56,0,1,1
806.4,1948,86,5,93,57,-0.1,1,1
614.4,1957,86,5,93,56,-0.2,1,1
1356.8,1989,86,5,93,57,0.2,1,1
1100.8,2039,87,5,93,57,0,1,1
921.6,1994,87,5,93,57,0,1,1
1024,2018,87,5,93,57,0,1,1
1088,1988,87,5,93,57,0.1,1,1
819.2,1989,87,5,93,58,-0.1,1,1
1049.6,1992,87,5,93,58,0,1,1
780.8,2027,87,5,93,58,-0.1,1,1
550.4,1956,87,5,93,57,-0.2,1,1
204.8,1904,87,5,93,56,-0.4,1,1
460.8,1906,87,5,93,55,-0.2,1,1
614.4,1890,87,5,93,55,-0.2,1,1
960,1895,87,5,93,55,0,1,1
448,1853,87,5,93,54,-0.3,1,1
1177.6,1965,87,5,93,54,0.1,1,1
870.4,1900,87,5,93,55,0,1,1
716.8,1924,87,5,93,54,-0.1,1,1
832,1934,87,5,93,54,0,1,1
768,1912,87,5,93,54,-0.1,1,1
371.2,1782,87,5,93,54,-0.3,1,1
550.4,1826,87,5,93,53,-0.2,1,1
563.2,1798,87,5,93,52,-0.2,1,1
192,1725,87,5,93,51,-0.4,1,1
0,1709,87,5,93,50,-0.4,1,1
192,1676,87,5,93,49,-0.3,1,1
960,1724,87,5,93,49,0,1,1
1100.8,1761,87,5,93,49,0,1,1
371.2,1608,87,5,93,48,-0.3,1,1
25.6,1592,87,5,93,47,-0.4,1,1
192,1581,87,5,93,46,-0.3,1,1
1011.2,1623,87,5,93,46,0.1,1,1
1088,1599,87,5,93,46,0.1,1,1
832,1620,87,5,93,47,0,1,1
1049.6,1730,87,5,93,47,0.1,1,1
960,1729,87,5,93,47,0.1,1,1
1241.6,1727,87,5,93,48,0.2,1,1
345.6,1581,87,5,93,48,-0.3,1,1
384,1611,87,5,93,47,-0.3,1,1
1011.2,1668,87,5,93,46,0,1,1
268.8,1506,87,5,93,46,-0.4,1,1
256,1523,87,5,93,45,-0.3,1,1
256,1446,87,5,93,44,-0.4,1,1
524.8,1508,87,5,93,43,-0.2,1,1
870.4,1511,87,5,93,43,0.1,1,1
627.2,1536,87,5,93,43,-0.1,1,1
1574.4,1615,87,5,93,44,0.4,1,1
1779.2,1589,87,5,93,45,0.4,1,1
755.2,1625,87,5,93,46,-0.1,1,1
1177.6,1703,87,5,93,47,0.1,1,1
1497.6,1839,87,5,93,48,0.2,1,1
1395.2,1799,87,5,93,50,0.2,1,1
1600,1923,87,5,93,51,0.3,1,1
588.8,1769,87,5,93,52,-0.2,1,1
384,1775,87,5,93,52,-0.4,1,1
819.2,1854,87,5,93,53,-0.1,1,1
1164.8,1886,87,5,93,54,0.1,1,1
499.2,1881,87,5,93,55,-0.3,1,1
857.6,1934,87,5,93,55,-0.1,1,1
1100.8,1979,87,5,93,57,0,1,1
588.8,1984,87,5,93,57,-0.3,1,1
1446.4,2055,87,5,93,59,0.2,1,1
1420.8,2085,87,5,93,60,0.2,1,1
499.2,2100,87,5,93,61,-0.3,1,1
1177.6,2178,87,5,93,62,0,1,1
486.4,2137,87,5,93,62,-0.4,1,1
192,2131,87,5,93,62,-0.5,1,1
230.4,2127,87,5,93,62,-0.4,1,1
678.4,2151,87,5,93,62,-0.2,1,1
422.4,2128,87,5,93,62,-0.4,1,1
89.6,2129,87,5,93,62,-0.5,1,1
0,2111,87,5,93,62,-0.5,1,1
217.6,2113,87,5,93,61,-0.4,1,1
780.8,2149,87,5,93,62,-0.2,1,1
716.8,2161,87,5,93,62,-0.2,1,1
985.6,2188,86,5,93,63,-0.1,1,1
1228.8,2255,86,5,93,64,0,1,1
1036.8,2280,86,5,93,65,-0.1,1,1
1881.6,2340,86,5,93,67,0.2,1,1
716.8,2258,86,5,93,68,-0.3,1,1
1484.8,2059,86,6,93,69,0,1,1
2291.2,2249,85,6,93,71,0.2,1,1
2073.6,2218,85,6,93,73,0.1,1,1
384,1932,85,6,93,74,-0.4,1,1
0,1955,85,6,93,74,-0.5,1,1
0,1950,85,6,93,73,-0.5,1,1
0,1940,85,6,93,73,-0.5,1,1
0,1926,85,6,93,73,-0.5,1,1
0,1913,85,6,93,73,-0.5,1,1
0,1915,84,6,93,73,-0.5,1,1
0,1904,84,6,93,72,-0.5,1,1
0,1892,84,6,93,72,-0.5,1,1
0,1888,84,6,93,72,-0.5,2,2
0,1856,84,6,93,71,-0.6,1,1
0,1844,83,6,93,70,-0.6,2,2
0,1769,83,6,93,68,-1.3,1,1
0,1762,82,6,93,67,-0.5,1,1
0,1750,82,6,93,67,-0.5,1,1
460.8,1789,81,6,93,67,-0.4,1,1
217.6,1778,81,6,93,67,-0.5,2,2
0,1733,81,6,93,65,-1.2,2,2
0,1653,81,6,93,63,-1.2,2,2
0,1625,81,6,93,62,-0.5,2,2
0,1622,81,6,93,62,-0.5,1,1
0,1631,80,6,93,62,-0.4,1,1
371.2,1653,80,6,93,62,-0.3,1,1
1177.6,1747,80,6,93,63,0,1,1
1651.2,1755,80,6,93,64,0.2,1,1
2035.2,1774,80,6,93,66,0.2,1,1
896,1799,80,6,93,67,-0.1,1,1
473.6,1793,80,6,93,67,-0.3,1,1
601.6,1824,80,6,93,67,-0.2,1,1
985.6,1920,80,6,93,68,-0.1,1,1
934.4,1855,80,6,93,68,-0.1,1,1
844.8,1846,80,6,93,68,-0.1,1,1
435.2,1764,80,6,93,68,-0.4,2,2
51.2,1765,80,6,93,67,-0.5,1,1
0,1749,80,6,93,67,-0.5,1,1
0,1723,81,6,93,66,-0.5,1,1
0,1712,81,6,93,65,-0.5,1,1
128,1700,81,6,93,64,-0.4,1,1
652.8,1727,81,6,93,64,-0.2,1,1
1113.6,1733,81,6,93,65,0,1,1
1062.4,1769,81,6,93,65,-0.1,1,1
857.6,1846,81,6,93,66,-0.1,1,1
704,1772,81,6,93,66,-0.2,1,1
179.2,1628,81,6,93,63,-1.3,1,1
0,1618,81,6,93,62,-0.5,1,1
345.6,1621,81,6,93,61,-0.3,1,1
652.8,1638,81,6,93,61,-0.2,1,1
588.8,1632,81,6,93,61,-0.2,1,1
665.6,1700,81,6,93,61,-0.2,1,1
371.2,1483,82,6,93,61,-0.3,1,1
294.4,1332,82,6,93,61,-0.4,1,1
307.2,1386,82,6,93,60,-0.3,2,2
294.4,1347,82,6,93,59,-0.4,1,1
256,1284,82,6,93,59,-0.4,1,1
320,1447,82,6,93,58,-0.3,1,1
320,1456,82,6,93,58,-0.3,1,1
294.4,1349,82,6,93,57,-0.3,1,1
281.6,1278,82,6,93,56,-0.4,1,1
448,1845,82,5,93,55,-0.3,1,1
768,1975,83,5,93,55,-0.1,1,1
1011.2,2021,83,5,93,55,0,1,1
460.8,1882,83,5,93,55,-0.3,1,1
627.2,1894,83,5,93,55,-0.2,1,1
678.4,1905,83,5,93,55,-0.2,1,1
486.4,1850,83,5,93,54,-0.3,1,1
640,1866,83,5,93,54,-0.2,1,1
409.6,1824,83,5,93,53,-0.3,1,1
1100.8,1892,83,5,93,53,0,1,1
768,1840,83,5,93,53,-0.1,1,1
921.6,1912,83,5,93,53,-0.1,1,1
857.6,1880,83,5,93,54,0,1,1
512,1816,83,5,93,53,-0.3,1,1
1587.2,1944,83,5,93,54,0.3,1,1
883.2,1888,83,5,93,55,-0.1,1,1
371.2,1847,83,5,93,54,-0.4,1,1
512,1849,83,5,93,54,-0.3,1,1
550.4,1852,83,5,93,53,-0.2,1,1
627.2,1854,83,5,93,53,-0.1,1,1
1216,1948,83,5,93,53,0.1,1,1
1433.6,2002,83,5,93,54,0.2,1,1
947.2,1922,83,5,93,55,0,1,1
537.6,1911,83,5,93,55,-0.2,1,1
665.6,1925,83,5,93,55,-0.2,1,1
1203.2,1959,83,5,93,55,0.1,1,1
652.8,1916,83,5,93,56,-0.2,1,1
345.6,1879,83,5,93,55,-0.4,1,1
140.8,1862,83,5,93,54,-0.4,1,1
550.4,1847,83,5,93,54,-0.2,1,1
1011.2,1876,83,5,93,54,0,1,1
1011.2,1871,83,5,93,54,0,1,1
537.6,1865,83,5,93,54,-0.2,1,1
691.2,1859,83,5,93,54,-0.1,1,1
998.4,1873,83,5,92,54,0,1,1
537.6,1850,83,5,92,54,-0.2,1,1
230.4,1794,83,5,92,53,-0.4,1,1
0,1777,83,5,92,52,-0.5,1,1
192,1751,83,5,92,51,-0.4,1,1
896,1782,84,5,92,51,-0.1,1,1
1382.4,1788,84,5,92,52,0.2,1,1
1408,1819,84,5,92,53,0.2,1,1
1216,1854,84,5,92,54,0.1,1,1
537.6,1859,84,5,92,54,-0.2,1,1
1408,1946,84,5,92,54,0.2,1,1
806.4,1888,84,5,92,55,-0.1,1,1
204.8,1780,84,5,92,52,-1.4,2,2
0,1604,84,5,92,47,-1.3,1,1
819.2,1633,84,5,92,46,-0.1,1,1
1100.8,1727,84,5,92,46,0.1,1,1
1267.2,1703,84,5,92,47,0.2,1,1
755.2,1720,84,5,92,47,0,1,1
972.8,1705,84,5,92,48,0.1,1,1
947.2,1694,84,5,92,48,0,1,1
1280,1838,84,5,92,49,0.2,1,1
1740.8,1809,84,5,92,51,0.4,1,1
998.4,1776,84,5,92,52,0,1,1
1280,1895,84,5,92,52,0.1,1,1
1126.4,1853,84,5,92,53,0,1,1
512,1810,84,5,92,53,-0.3,1,1
1152,1873,84,5,92,53,0.1,1,1
1510.4,1878,84,5,92,54,0.2,1,1
601.6,1890,84,5,92,55,-0.2,1,1
1126.4,1941,84,5,92,55,0,1,1
1036.8,1921,84,5,92,56,0,1,1
883.2,1923,84,5,92,56,-0.1,1,1
908.8,1937,84,5,92,56,-0.1,1,1
563.2,1942,84,5,92,56,-0.2,1,1
755.2,1932,84,5,92,56,-0.1,1,1
704,1937,85,5,92,56,-0.2,1,1
972.8,1976,84,5,92,56,0,1,1
870.4,1949,84,5,92,56,-0.1,1,1
921.6,1949,84,5,92,57,0,1,1
678.4,1951,84,5,92,57,-0.2,1,1
652.8,1952,84,5,92,56,-0.2,1,1
678.4,1942,84,5,92,56,-0.2,1,1
268.8,1882,84,5,92,55,-0.5,1,1
473.6,1882,84,5,92,55,-0.3,1,1
563.2,1879,84,5,92,54,-0.2,1,1
729.6,1873,84,5,92,54,-0.1,1,1
998.4,1880,84,5,92,55,0,1,1
486.4,1861,84,5,92,54,-0.3,1,1
89.6,1823,84,5,92,53,-0.5,1,1
166.4,1811,84,5,92,53,-0.4,1,1
422.4,1767,84,5,92,52,-0.3,2,2
64,1732,84,5,92,50,-0.8,2,2
0,1660,84,5,92,48,-0.7,2,2
0,1625,84,5,92,47,-0.5,1,1
652.8,1659,84,5,92,47,-0.1,1,1
332.8,1571,84,5,92,47,-0.4,1,1
25.6,1557,84,5,92,46,-0.5,1,1
537.6,1568,83,5,92,45,-0.2,1,1
307.2,1495,83,5,92,44,-0.4,1,1
448,1530,83,5,92,44,-0.2,1,1
422.4,1500,83,5,92,44,-0.3,1,1
38.4,1407,83,5,92,42,-0.6,2,2
0,1401,83,5,92,41,-0.6,2,2
0,1353,83,5,92,40,-0.4,1,1
0,1289,83,5,92,38,-0.5,1,1
243.2,1265,83,5,92,38,-0.4,2,2
307.2,1206,83,5,92,36,-1.2,2,2
307.2,1011,83,5,92,33,-1.2,2,2
307.2,1054,83,4,92,32,-1.1,2,2
281.6,1000,83,4,92,30,-0.9,2,2
268.8,946,83,4,92,29,-1.5,2,2
256,885,83,4,92,26,-1.5,2,2
256,857,83,4,92,26,-0.5,2,2
256,843,83,4,92,26,-0.9,2,2
256,835,83,4,92,25,-0.8,2,2
243.2,842,83,4,92,25,-0.6,2,2
243.2,848,83,4,92,26,-0.4,2,2
256,838,83,4,92,24,-1.8,2,2
256,848,83,3,92,21,-1.6,2,2
345.6,1061,83,3,92,19,-1.4,2,2
345.6,980,84,3,92,14,-2.5,2,2
435.2,870,84,3,92,9,-2.2,2,2
409.6,820,84,1,92,5,-1.5,2,2
358.4,759,84,1,92,3,-1.2,2,2
396.8,770,84,1,92,0,-1.3,2,2
345.6,695,84,1,92,0,-0.9,2,2
332.8,664,84,1,92,0,-0.7,2,2
320,662,84,1,92,0,-0.4,2,2
332.8,665,84,1,92,0,-0.2,2,2
384,736,84,1,92,2,-0.5,2,2
384,773,85,1,92,4,0,1,1
307.2,783,85,1,92,6,-0.2,1,1
294.4,792,85,1,92,7,-0.2,1,1
332.8,840,85,1,92,9,-0.2,1,1
512,1348,85,1,92,11,-0.1,1,1
588.8,1393,85,2,92,13,0.1,1,1
908.8,1726,86,2,92,17,0.4,1,1
742.4,1932,86,2,92,20,0,1,1
691.2,1651,86,3,92,22,0.1,1,1
486.4,1544,86,3,92,24,-0.2,1,1
396.8,1526,86,3,92,26,-0.4,2,2
396.8,1546,85,3,92,27,-0.5,2,2
384,1561,85,3,92,27,-0.5,2,2
371.2,1557,85,3,92,28,-0.5,2,2
371.2,1581,84,3,92,29,-0.6,2,2
371.2,1619,84,3,92,29,-0.6,2,2
384,1638,84,3,92,29,-0.5,2,2
384,1636,84,3,92,29,-0.5,2,2
371.2,1632,83,3,92,29,-0.5,1,1
768,1859,83,3,92,29,-0.1,1,1
601.6,1874,83,3,92,29,-0.5,2,2
499.2,1425,83,4,92,26,-1.4,2,2
460.8,1053,82,4,92,22,-1.4,2,2
294.4,962,82,3,92,19,-0.7,2,2
307.2,1022,82,3,92,17,-1.1,2,2
358.4,923,82,3,92,13,-1.3,2,2
384,850,82,3,92,10,-0.5,2,2
371.2,824,82,3,92,9,-0.2,1,1
486.4,989,82,3,92,10,0.1,1,1
512,1101,82,3,92,11,0.2,1,1
332.8,848,82,3,92,11,-0.3,2,2
384,826,82,3,92,9,-1.3,2,2
422.4,895,83,3,92,6,-0.3,1,1
652.8,1330,83,1,92,7,0.5,1,1
384,1251,83,1,92,8,-0.1,2,2
294.4,926,83,1,92,8,-0.2,1,1
665.6,1417,84,1,92,8,0.4,1,1
512,1522,84,1,92,9,0.1,1,1
384,1348,84,1,92,9,-0.1,1,1
921.6,1719,84,1,92,11,0.5,1,1
460.8,1379,84,1,92,11,-0.3,2,2
371.2,955,84,2,92,9,-1,2,2
384,872,84,2,92,8,-0.1,2,2
358.4,840,84,2,92,8,-0.3,2,2
332.8,845,84,2,92,6,-0.8,2,2
332.8,823,84,1,92,5,-0.2,1,1
294.4,831,84,1,92,5,-0.1,1,1
307.2,832,84,1,92,5,-0.1,1,1
729.6,1274,85,1,92,6,0.8,1,1
768,1582,85,1,92,9,0.6,1,1
755.2,1801,85,1,92,11,0.3,1,1
435.2,1238,85,2,92,11,-0.2,2,2
332.8,1005,85,2,92,10,-0.4,2,2
332.8,913,85,2,92,8,-0.9,2,2
384,839,85,1,92,5,-1.1,2,2
396.8,808,85,1,92,3,-0.4,2,2
396.8,782,85,1,92,1,-0.3,2,2
345.6,728,84,1,92,0,-0.2,1,1
332.8,715,84,1,92,0,0.3,1,1
345.6,738,84,1,92,2,0.1,1,1
358.4,768,84,1,92,3,0.2,1,1
332.8,759,84,1,92,3,-0.3,2,2
371.2,762,84,1,92,0,-0.6,1,1
371.2,771,84,1,92,1,0.3,1,1
486.4,966,84,1,92,3,0.6,1,1
550.4,1206,84,1,92,6,0.6,1,1
537.6,1360,84,1,92,8,0.3,1,1
537.6,1494,84,1,92,9,0.1,1,1
460.8,1512,84,1,92,9,0,1,1
256,1073,84,1,92,9,-0.2,1,1
307.2,896,85,1,92,9,-0.2,1,1
576,1258,85,1,92,9,0.1,1,1
1331.2,2015,85,1,92,12,1.3,1,1
691.2,1942,84,1,92,14,0.2,1,1
499.2,1399,84,2,92,14,-0.1,1,1
512,1443,84,2,92,14,0,1,1
563.2,1483,84,2,92,15,0.1,1,1
1408,1888,84,2,92,17,1,1,1
934.4,1949,84,2,92,19,0.3,1,1
665.6,1540,84,3,92,20,0,1,1
627.2,1491,83,3,92,22,0,1,1
460.8,1401,83,3,92,21,-1,2,2
384,1265,83,3,92,20,-0.2,1,1
460.8,1353,83,3,92,20,-0.1,1,1
358.4,1302,83,3,92,21,-0.2,1,1
524.8,1395,83,3,92,21,-0.1,1,1
998.4,1678,83,3,92,23,0.4,1,1
601.6,1617,83,3,92,24,0,1,1
1126.4,1857,83,3,92,26,0.4,1,1
563.2,1748,83,3,92,27,-0.1,1,1
537.6,1782,83,3,92,27,-0.1,1,1
729.6,1842,83,3,92,28,0,1,1
1062.4,1969,83,3,92,29,0.3,1,1
678.4,1886,83,3,92,30,0,1,1
537.6,1503,83,4,92,30,-0.1,1,1
755.2,1617,83,4,92,31,0.1,1,1
716.8,1634,83,4,92,31,0.1,1,1
1062.4,1784,83,4,92,32,0.3,1,1
1113.6,1852,84,4,92,34,0.3,1,1
1395.2,1973,84,4,92,35,0.4,1,1
1958.4,2164,84,4,92,38,0.7,1,1
652.8,1870,84,4,92,39,-0.1,1,1
204.8,1812,84,4,92,38,-0.5,1,1
256,1799,84,4,92,37,-0.4,1,1
1011.2,1865,84,4,92,38,0.1,1,1
499.2,1807,84,4,92,37,-0.2,1,1
563.2,1799,84,4,92,37,-0.2,1,1
704,1803,84,4,92,37,0,1,1
678.4,1822,84,4,92,38,0,1,1
934.4,1845,84,4,92,38,0.1,1,1
1088,1907,84,4,92,39,0.2,1,1
512,1913,84,4,91,40,-0.2,1,1
499.2,1890,83,4,91,39,-0.2,1,1
307.2,1834,83,4,91,39,-0.5,2,2
0,1781,83,4,91,37,-0.6,2,2
0,1679,83,4,91,35,-0.6,1,1
435.2,1659,83,4,91,34,-0.3,1,1
550.4,1682,83,4,91,34,-0.1,1,1
384,1552,83,4,91,34,-0.3,1,1
153.6,1555,83,4,91,32,-0.6,2,2
0,1399,83,4,91,30,-0.8,2,2
0,1257,82,4,91,28,-0.8,2,2
243.2,975,82,4,91,26,-0.7,2,2
320,1006,82,4,91,22,-1.5,2,2
371.2,1050,82,3,91,17,-1.6,2,2
422.4,960,82,3,91,14,-1.1,2,2
448,877,82,3,91,10,-1.1,2,2
460.8,846,82,3,91,7,-0.7,2,2
345.6,829,82,1,91,6,-0.3,2,2
332.8,802,82,1,91,6,-0.2,2,2
332.8,793,82,1,91,5,-0.4,2,2
332.8,780,82,1,91,4,-0.3,2,2
358.4,768,82,1,91,4,-0.3,2,2
384,770,82,1,91,0,-1.1,2,2
345.6,717,83,1,91,0,-0.3,2,2
320,668,83,1,91,0,-0.1,2,2
320,664,83,1,91,0,-0.1,2,2
320,664,83,1,91,0,-0.1,2,2
320,663,84,1,91,0,-0.1,2,2
320,665,84,1,91,0,-0.1,2,2
307.2,667,84,1,91,0,-0.1,2,2
307.2,663,84,1,91,0,-0.1,2,2
320,669,84,1,91,0,-0.1,2,2
320,668,84,1,91,0,-0.1,2,2
307.2,664,85,1,91,0,-0.1,2,2
320,666,85,1,91,0,-0.1,2,2
307.2,666,85,1,91,0,-0.1,2,2
307.2,669,85,1,91,0,-0.1,2,2
320,666,85,1,91,0,-0.1,2,2
320,664,86,1,91,0,-0.1,2,2
320,666,86,1,91,0,-0.1,2,2
320,670,86,1,91,0,-0.1,2,2
320,667,86,1,91,0,-0.1,2,2
320,667,86,1,91,0,-0.1,2,2
307.2,668,86,1,91,0,-0.1,2,2
320,671,87,1,91,0,-0.1,2,2
307.2,674,87,1,91,0,-0.1,2,2
307.2,673,87,1,91,0,-0.1,2,2
320,675,87,1,91,0,-0.1,2,2
307.2,672,87,1,91,0,-0.1,2,2
320,672,87,1,91,0,-0.1,2,2
307.2,671,87,1,91,0,-0.1,2,2
307.2,668,87,1,91,0,-0.1,2,2
320,684,87,1,91,0,0.2,1,1
345.6,735,87,1,91,0,0.3,1,1
345.6,769,87,1,91,3,0.2,1,1
422.4,874,87,1,91,4,0.2,1,1
691.2,1291,87,1,91,6,0.8,1,1
1369.6,1900,87,1,91,11,1.6,1,1
588.8,1835,87,1,91,13,0.1,1,1
1241.6,1781,87,2,91,16,0.8,1,1
550.4,1704,87,2,91,17,0,1,1
1280,2000,86,2,91,19,0.8,1,1
883.2,1945,86,2,91,21,0.2,1,1
985.6,1657,85,3,91,23,0.4,1,1
576,1559,84,3,91,23,0,1,1
640,1607,84,3,91,24,0,1,1
691.2,1652,84,3,91,24,0.1,1,1
832,1739,83,3,91,25,0.2,1,1
844.8,1777,83,3,91,26,0.2,1,1
640,1762,82,3,91,27,0,1,1
1459.2,2021,82,3,91,28,0.6,1,1
832,1959,82,3,91,30,0.1,1,1
896,1662,82,4,91,31,0.2,1,1
627.2,1531,82,4,91,31,-0.1,1,1
448,1520,82,4,91,31,-0.1,1,1
435.2,1472,82,4,91,31,-0.2,1,1
179.2,1438,82,4,91,31,-0.5,1,1
345.6,1464,82,4,91,30,-0.3,1,1
1100.8,1568,82,4,91,32,0.3,1,1
1318.4,1675,82,4,91,35,0.5,1,1
870.4,1853,82,4,91,36,0.1,1,1
422.4,1706,83,4,91,37,-0.3,1,1
563.2,1781,83,4,91,37,-0.2,1,1
921.6,1888,83,4,91,38,0.1,1,1
1472,2037,83,4,91,39,0.4,1,1
588.8,1935,83,4,91,40,-0.2,1,1
217.6,1885,84,4,91,40,-0.5,1,1
0,1840,84,4,91,38,-0.5,2,2
0,1768,84,4,91,37,-0.6,1,1
0,1704,84,4,91,36,-0.6,1,1
0,1634,84,4,91,34,-0.6,1,1
179.2,1581,84,4,90,33,-0.4,1,1
614.4,1590,84,4,90,33,-0.1,1,1
1011.2,1626,84,4,90,34,0.2,1,1
1203.2,1701,84,4,90,35,0.3,1,1
806.4,1807,84,4,90,36,0,1,1
806.4,1834,83,4,90,37,0,1,1
947.2,1830,83,4,90,38,0.1,1,1
1177.6,1884,83,4,90,39,0.3,1,1
755.2,1919,83,4,90,40,0,1,1
857.6,1958,83,4,90,40,0,1,1
320,1911,83,4,90,40,-0.5,1,1
0,1847,83,4,90,38,-0.5,1,1
460.8,1838,83,4,90,38,-0.2,1,1
998.4,1881,83,4,90,38,0.1,1,1
768,1857,83,4,90,39,0,1,1
857.6,1883,82,4,90,39,0,1,1
422.4,1840,82,4,90,39,-0.4,1,1
396.8,1833,82,4,90,38,-0.3,1,1
1280,1918,82,4,90,39,0.3,1,1
1177.6,1940,82,4,90,40,0.3,1,1
1075.2,1972,82,4,90,41,0.2,1,1
716.8,2035,82,4,90,41,-0.1,1,1
1088,2119,82,4,90,42,0.1,1,1
998.4,2137,82,4,90,42,0.1,1,1
1075.2,2142,82,4,90,43,0.1,1,1
524.8,1712,82,5,90,43,-0.1,1,1
563.2,1539,82,5,90,43,-0.1,1,1
460.8,1496,82,5,90,43,-0.2,1,1
1088,1617,82,5,90,43,0.2,1,1
947.2,1542,82,5,90,44,0.1,1,1
435.2,1472,83,5,90,44,-0.3,1,1
524.8,1546,83,5,90,44,-0.1,1,1
460.8,1502,83,5,90,43,-0.2,1,1
960,1597,83,5,90,44,0.1,1,1
499.2,1536,83,5,90,44,-0.2,1,1
908.8,1609,83,5,90,44,0.1,1,1
947.2,1555,83,5,90,45,0.1,1,1
409.6,1427,83,5,90,44,-0.3,1,1
25.6,1415,84,5,90,43,-0.5,1,1
332.8,1475,84,5,90,42,-0.3,1,1
1152,1532,84,5,90,43,0.2,1,1
985.6,1508,84,5,90,44,0.1,1,1
665.6,1508,84,5,90,44,-0.1,1,1
192,1431,84,5,90,43,-0.4,1,1
51.2,1456,84,5,90,42,-0.4,1,1
473.6,1442,84,5,90,42,-0.1,1,1
345.6,1412,84,5,90,41,-0.3,2,2
307.2,1378,84,5,90,40,-0.3,2,2
294.4,1331,84,5,90,39,-0.4,2,2
256,1267,84,5,90,38,-0.4,2,2
243.2,1118,84,5,90,36,-0.9,2,2
294.4,914,84,5,90,33,-1.3,2,2
268.8,925,84,4,90,31,-0.4,1,1
652.8,1323,84,4,90,30,-0.1,1,1
1203.2,1758,84,4,90,31,0.3,1,1
1177.6,1701,84,4,90,32,0.4,1,1
1241.6,1670,84,4,90,34,0.4,1,1
985.6,1722,84,4,90,36,0.2,1,1
601.6,1761,84,4,90,36,-0.1,1,1
1036.8,1914,84,4,90,37,0.2,1,1
1548.8,2072,84,4,90,38,0.5,1,1
755.2,1936,84,4,90,39,0,1,1
972.8,2002,84,4,90,39,0.1,1,1
1356.8,2064,84,4,90,40,0.3,1,1
1049.6,2090,84,4,90,41,0.1,1,1
960,2060,84,4,90,42,0,1,1
844.8,2041,84,4,90,42,0,1,1
819.2,2049,84,4,90,42,0,1,1
857.6,2096,83,4,90,42,0,1,1
627.2,2040,83,4,90,42,-0.2,1,1
896,2044,83,4,90,42,0,1,1
793.6,2028,83,4,90,43,0,1,1
512,1495,83,5,90,42,-0.2,1,1
320,1393,83,5,90,41,-0.3,1,1
332.8,1398,83,5,90,40,-0.3,1,1
294.4,1362,83,5,90,39,-0.3,1,1
268.8,1308,83,5,90,38,-0.4,2,2
230.4,1078,83,5,90,37,-0.5,2,2
268.8,934,83,5,90,35,-0.6,2,2
256,914,83,5,90,32,-1.1,2,2
230.4,892,83,4,90,28,-1.1,2,2
243.2,848,83,4,90,25,-1,2,2
243.2,848,83,3,90,21,-1.1,2,2
320,986,83,3,90,18,-1.1,2,2
332.8,942,83,3,90,14,-1.2,2,2
409.6,850,83,3,90,9,-1.4,2,2
384,818,83,3,90,6,-0.6,2,2
320,759,83,1,90,4,-0.5,2,2
396.8,763,84,1,90,3,-0.2,2,2
384,761,84,1,90,2,-0.1,2,2
